Episode,Score,Average_Score,Loss,Steps,Time,Epsilon
1,-57.02071476181946,-57.02071476181946,1.553168143499905,142,2.3538897000000008,0.995
2,-242.38857928546682,-149.70464702364313,20.91097537010908,100,1.1008266000000004,0.990025
3,-102.50724392839207,-133.9721793252261,25.26601160204772,99,1.1430445000000002,0.985074875
4,-93.55963247522274,-123.86904261272528,29.21806419692417,101,1.1277048,0.9801495006250001
5,-110.45456107754796,-121.18614630568982,20.27384130687763,96,1.1412247999999998,0.9752487531218751
6,-133.1037411533917,-123.17241211364012,26.706682235870545,103,1.3776292999999988,0.9703725093562657
7,-325.8091518146492,-152.12051778521285,21.931945927372766,109,1.4869035999999998,0.9655206468094844
8,-169.5062564061036,-154.29373511282418,22.501822024583817,68,0.9615078000000015,0.960693043575437
9,-195.54117367771727,-158.87678384225674,30.823339450359345,105,1.3441768000000014,0.9558895783575597
10,-235.67395451509063,-166.55650090954015,18.998543284088374,80,1.0288184000000022,0.9511101304657719
11,-146.35000935290958,-164.71954713166463,21.476623740960967,106,1.3559944000000002,0.946354579813443
12,-179.96890828524445,-165.99032722779629,24.271060754423555,69,0.8804972999999983,0.9416228069143757
13,-92.56063979725468,-160.34188973313925,24.232328289892614,82,1.0628914999999992,0.9369146928798039
14,-340.8308348300551,-173.2339572400618,18.66914584349703,108,1.372580899999999,0.9322301194154049
15,-32.807049729225824,-163.8721634060061,23.418370135349804,202,2.5652191,0.9275689688183278
16,-143.73330701188866,-162.61348488137372,17.509123574603688,110,1.4364624,0.9229311239742362
17,-181.31968881728895,-163.7138498187805,21.174421710059757,105,1.364301600000001,0.918316468354365
18,-251.7699564873371,-168.6058557448114,20.274614500534998,77,1.0536242999999992,0.9137248860125932
19,-121.36181729565007,-166.11932740538185,22.786190610536387,71,0.9386648000000015,0.9091562615825302
20,-122.9030890642056,-163.95851548832303,19.787609913803283,105,1.5081746000000003,0.9046104802746175
21,-280.04880783638936,-169.48662464775475,17.656227783299983,128,1.6986952999999971,0.9000874278732445
22,-150.4939665202167,-168.62332200559396,18.320314292026602,92,1.2098555999999974,0.8955869907338783
23,-43.20082134286466,-163.1701698028666,19.187196019979623,65,0.8511270000000053,0.8911090557802088
24,-287.73944981474733,-168.3605564700283,17.56119490732061,101,1.317515499999999,0.8866535105013078
25,-56.881254287260006,-163.9013843827176,19.761473971084484,103,1.3422517999999997,0.8822202429488013
26,-255.5796941807812,-167.42747322110466,15.12009863425856,92,1.1963481000000016,0.8778091417340573
27,-104.96474799580537,-165.114038953501,16.782268362848654,92,1.204171500000001,0.8734200960253871
28,-169.04762617001114,-165.2545242112335,13.2207303214296,107,1.394098299999996,0.8690529955452602
29,-79.83116420350545,-162.30889110751872,13.525278164018498,101,1.3204593999999972,0.8647077305675338
30,-173.70468529603394,-162.68875091380258,15.93543202327747,102,1.3315537000000006,0.8603841919146962
31,-127.71265131288742,-161.5604896363537,11.557121478021145,104,1.360502099999998,0.8560822709551227
32,-118.11073176349393,-160.20268470282682,14.485541939203229,112,1.4702460999999971,0.851801859600347
33,-59.728714158922145,-157.1580189287691,13.30812098684474,117,1.5355670000000003,0.8475428503023453
34,-75.46564614266646,-154.75530208211902,12.948256596066486,87,1.155986900000002,0.8433051360508336
35,-146.22225073925148,-154.51150061517995,12.26493305683136,75,1.0211527000000018,0.8390886103705794
36,-172.6018247606391,-155.01400961922047,11.054984608782998,79,1.0459954000000025,0.8348931673187264
37,-24.186711236300354,-151.47813668995238,11.77514463204604,91,1.2045723000000024,0.8307187014821328
38,15.984396196518162,-147.0712279297821,13.8348216407093,81,1.0744333000000026,0.8265651079747222
39,-103.9096506967906,-145.96452082124387,12.68540337052914,109,1.422247199999994,0.8224322824348486
40,-84.0243104271807,-144.41601556139227,13.412798130635133,97,1.272260700000004,0.8183201210226743
41,-92.79476675541567,-143.156960712466,9.199019464911247,98,1.2927844999999962,0.8142285204175609
42,-137.3600146330358,-143.01893818676527,9.806966581023657,104,1.375938099999999,0.810157377815473
43,-65.40156610775496,-141.2138830221371,9.99474630102647,113,1.489313200000005,0.8061065909263957
44,-135.25285754921345,-141.07840517047975,9.315563469404175,124,1.6253573999999986,0.8020760579717637
45,-100.67068538044062,-140.18045584181223,10.33099839091301,80,1.0768185000000017,0.798065677681905
46,-344.95798817033096,-144.6321413272148,10.563971311395818,110,1.4489914999999982,0.7940753492934954
47,-73.48073738284327,-143.11828166882393,8.824220689164626,148,1.9481817000000063,0.7901049725470279
48,-81.2707842171933,-141.82979213858164,8.924131019695386,74,0.995228400000002,0.7861544476842928
49,-59.48356292280109,-140.14925684846366,9.448061125031833,87,1.1531684999999925,0.7822236754458713
50,-67.37223837053685,-138.69371647890515,7.815929633512925,89,1.186856800000001,0.778312557068642
51,2.345708405624265,-135.92823755960063,8.154306986431282,120,1.5982510000000048,0.7744209942832988
52,-55.00461256968785,-134.3720140021023,8.394045715208177,77,1.023191600000004,0.7705488893118823
53,-59.06473503163298,-132.95112194605574,8.668851156532764,120,1.5920813999999979,0.7666961448653229
54,-155.62915026230485,-133.37108543339366,8.238778171404986,71,0.9590802000000025,0.7628626641409962
55,-105.74052559516666,-132.86871161815316,8.723074126887965,74,1.0088961000000012,0.7590483508202912
56,-93.39780445974046,-132.1638739903244,7.909504208112916,124,1.6567203999999975,0.7552531090661897
57,-125.45561186273508,-132.04618518106844,7.277482795364716,68,0.9368009999999884,0.7514768435208588
58,14.882182908617452,-129.5129374553842,7.312271252274513,106,1.3965768000000054,0.7477194593032545
59,-57.546535122842954,-128.29316792432417,9.231928938819516,93,1.2691619999999944,0.7439808620067382
60,-161.25687688331516,-128.8425630736407,7.104207613200785,107,1.4257565999999997,0.7402609576967045
61,-119.09695661019602,-128.68279903325634,8.074666986946298,119,1.5686091000000033,0.736559652908221
62,-88.23780815906775,-128.03046047076944,8.827727254657518,84,1.1305442999999968,0.7328768546436799
63,-157.5463793064057,-128.49896711895414,10.566438366284316,87,1.1711518999999981,0.7292124703704616
64,-12.159770502693192,-126.68116717182507,7.525648980008231,90,1.215471800000003,0.7255664080186093
65,-149.7602433549228,-127.03622988233427,8.143267704495068,87,1.1705639999999988,0.7219385759785162
66,-81.91930346148379,-126.35264008807894,7.505476545542479,96,1.2859788000000094,0.7183288830986236
67,-98.18502782849461,-125.93222796480157,7.955640425836599,108,1.4516146999999933,0.7147372386831305
68,-60.82946257986339,-124.97483435619952,6.44423015587605,104,1.3970189000000062,0.7111635524897149
69,-63.59753041412607,-124.08530821211151,4.45943858728304,91,1.2190393999999998,0.7076077347272662
70,-51.78118527516635,-123.05239217015514,6.148641577133765,104,1.3873748000000035,0.7040696960536299
71,-97.69867134368553,-122.6952975106274,6.719470176151243,118,1.5881242999999898,0.7005493475733617
72,-77.74838905362722,-122.07103489316907,6.689119398042008,108,1.4678762000000063,0.697046600835495
73,-73.71603955106548,-121.4086376967019,6.586080317014183,153,2.0413929999999993,0.6935613678313175
74,-91.23689368774302,-121.00091142631057,7.632937483995864,103,1.3812463000000008,0.6900935609921609
75,-122.49711382815751,-121.02086079166853,4.884498375571436,72,0.9807361000000014,0.6866430931872001
76,-78.92122958109246,-120.46691827573989,6.6533565628774385,97,1.3096328999999969,0.6832098777212641
77,-67.54886513553484,-119.77967083236061,6.31086721185778,122,1.6088853000000114,0.6797938283326578
78,-157.93123410107398,-120.26879343836976,6.847899850253221,91,1.2145973999999882,0.6763948591909945
79,-91.48641180840339,-119.90445949368664,6.983773692937221,118,1.5581789999999955,0.6730128848950395
